,Unnamed: 0,name,artist,dancibility,energy,key,loudness,speechiness,instrumentalness,liveness,valence,tempo,prediction
309,309,Heat Waves,Glass Animals,0.7609999999999999,0.525,11,-6.9,0.0944,6.7e-06,0.0921,0.531,80.87,Row(prediction=2)
147,147,Leave Before You Love Me (with Jonas Brothers),Marshmello,0.721,0.738,7,-4.77,0.0403,4.41e-06,0.118,0.637,119.976,Row(prediction=2)
367,367,Heat Waves,Glass Animals,0.7609999999999999,0.525,11,-6.9,0.0944,6.7e-06,0.0921,0.531,80.87,Row(prediction=2)
424,424,Rolling in the Deep,Adele,0.73,0.769,8,-5.114,0.0298,0.0,0.0473,0.507,104.948,Row(prediction=2)
201,201,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.728,0.7829999999999999,11,-4.424,0.266,0.0,0.434,0.555,77.01100000000002,Row(prediction=2)
55,55,Rockin' Around The Christmas Tree,Brenda Lee,0.589,0.472,8,-8.749,0.0502,0.0,0.505,0.898,67.196,Row(prediction=2)
7,7,Do It To It,ACRAZE,0.8540000000000001,0.8059999999999999,11,-8.262,0.0886,0.0542,0.0703,0.637,124.927,Row(prediction=2)
141,141,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.741,0.691,10,-7.395,0.0672,0.0,0.0476,0.892,150.08700000000005,Row(prediction=2)
227,227,Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,7,-12.095,0.0527,0.00389,0.104,0.535,112.067,Row(prediction=2)
139,139,Believer,Imagine Dragons,0.7759999999999999,0.78,10,-4.374,0.128,0.0,0.081,0.6659999999999999,124.949,Row(prediction=2)
323,323,Collard Greens,ScHoolboy Q,0.825,0.575,11,-4.87,0.0633,9.94e-06,0.205,0.65,153.954,Row(prediction=2)
101,101,Beggin',Måneskin,0.7140000000000001,0.8,11,-4.808,0.0504,0.0,0.359,0.589,134.002,Row(prediction=2)
390,390,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.728,0.7829999999999999,11,-4.424,0.266,0.0,0.434,0.555,77.01100000000002,Row(prediction=2)
419,419,Infinity,Jaymes Young,0.6709999999999999,0.6729999999999999,11,-6.941,0.0444,5.290000000000001e-05,0.304,0.494,121.963,Row(prediction=2)
214,214,Bubbly (with Drake & Travis Scott),Young Thug,0.91,0.585,11,-7.572,0.257,0.0,0.127,0.599,129.011,Row(prediction=2)
332,332,Heat Waves,Glass Animals,0.7609999999999999,0.525,11,-6.9,0.0944,6.7e-06,0.0921,0.531,80.87,Row(prediction=2)
215,215,Everybody Talks,Neon Trees,0.471,0.924,8,-3.906,0.0586,0.0,0.313,0.725,154.961,Row(prediction=2)
61,61,love nwantiti (ah ah ah),CKay,0.727,0.7390000000000001,8,-3.805,0.0411,0.00137,0.161,0.5329999999999999,93.005,Row(prediction=2)
360,360,HOT DEMON B!TCHES NEAR U ! ! !,CORPSE,0.7879999999999999,0.764,7,-4.0539999999999985,0.254,0.0,0.224,0.841,100.095,Row(prediction=2)
476,476,Feliz Navidad,José Feliciano,0.513,0.831,2,-9.004,0.0383,0.0,0.336,0.963,148.83700000000005,Row(prediction=3)
380,380,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.736,0.7040000000000001,3,-7.409,0.0615,0.0,0.0501,0.894,149.995,Row(prediction=3)
466,466,JAPAN,Famous Dex,0.733,0.6779999999999999,6,-7.771,0.438,0.0,0.344,0.841,175.985,Row(prediction=3)
371,371,HOLIDAY,Lil Nas X,0.81,0.511,5,-6.924,0.16399999999999998,0.0,0.0832,0.8370000000000001,151.947,Row(prediction=3)
366,366,"Hey, Soul Sister",Train,0.6729999999999999,0.8859999999999999,1,-4.44,0.0431,0.0,0.0826,0.795,97.012,Row(prediction=3)
394,394,I Knew You Were Trouble (Taylor's Version),Taylor Swift,0.584,0.557,6,-6.371,0.0342,0.0,0.0576,0.767,154.00799999999995,Row(prediction=3)
357,357,Woman,Doja Cat,0.8240000000000001,0.764,5,-4.175,0.0854,0.00294,0.117,0.8809999999999999,107.998,Row(prediction=3)
409,409,I WANNA BE YOUR SLAVE,Måneskin,0.75,0.608,1,-4.008,0.0387,0.0,0.17800000000000002,0.958,132.507,Row(prediction=3)
335,335,Cold Heart - PNAU Remix,Elton John,0.7959999999999999,0.7979999999999999,1,-6.312,0.0317,4.19e-05,0.0952,0.942,116.032,Row(prediction=3)
331,331,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.736,0.7040000000000001,3,-7.409,0.0615,0.0,0.0501,0.894,149.995,Row(prediction=3)
237,237,Enter Sandman (Remastered),Metallica,0.5660000000000001,0.8340000000000001,6,-8.412,0.0298,0.008,0.0625,0.621,123.296,Row(prediction=3)
313,313,Girl At Home (Taylor's Version),Taylor Swift,0.691,0.736,5,-6.974,0.0326,1.88e-05,0.101,0.612,125.089,Row(prediction=3)
280,280,Cada Quien,Grupo Firme,0.7190000000000001,0.797,3,-3.89,0.0515,0.0,0.078,0.7290000000000001,110.045,Row(prediction=3)
451,451,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,0.6659999999999999,0.841,2,-3.592,0.0312,0.0,0.113,0.84,128.70600000000002,Row(prediction=3)
456,456,Cold Heart - PNAU Remix,Elton John,0.7959999999999999,0.7979999999999999,1,-6.312,0.0317,4.19e-05,0.0952,0.942,116.032,Row(prediction=3)
459,459,Jessie's Girl,Rick Springfield,0.727,0.8340000000000001,2,-5.851,0.0496,0.0,0.105,0.816,131.7,Row(prediction=3)
253,253,Feliz Navidad,José Feliciano,0.513,0.831,2,-9.004,0.0383,0.0,0.336,0.963,148.83700000000005,Row(prediction=3)
460,460,Ms. Jackson,Outkast,0.843,0.8059999999999999,4,-5.9460000000000015,0.269,0.0,0.0771,0.613,94.948,Row(prediction=3)
249,249,Cada Quien,Grupo Firme,0.7190000000000001,0.797,3,-3.89,0.0515,0.0,0.078,0.7290000000000001,110.045,Row(prediction=3)
312,312,Whiskey Glasses,Morgan Wallen,0.614,0.68,6,-4.58,0.0289,1.84e-06,0.115,0.7070000000000001,149.959,Row(prediction=3)
431,431,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.736,0.7040000000000001,3,-7.409,0.0615,0.0,0.0501,0.894,149.995,Row(prediction=3)
0,0,Dark Red,Steve Lacy,0.603,0.7829999999999999,6,-4.023,0.062,7.96e-06,0.119,0.775,172.041,Row(prediction=3)
239,239,Erase Your Social,Lil Uzi Vert,0.705,0.609,3,-5.728,0.0729,0.0,0.234,0.718,140.058,Row(prediction=3)
85,85,AM Remix,Nio Garcia,0.743,0.655,6,-5.015,0.159,0.0,0.0764,0.785,172.03099999999995,Row(prediction=3)
100,100,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.736,0.7040000000000001,3,-7.409,0.0615,0.0,0.0501,0.894,149.995,Row(prediction=3)
223,223,edamame (feat. Rich Brian),bbno$,0.815,0.848,4,-4.704,0.115,0.000162,0.0265,0.684,106.032,Row(prediction=3)
191,191,Santa Claus Is Coming To Town,The Jackson 5,0.6920000000000001,0.762,0,-4.867,0.0342,1.27e-05,0.181,0.961,146.673,Row(prediction=3)
132,132,Babe (Taylor's Version) (From The Vault),Taylor Swift,0.584,0.743,4,-7.075,0.0931,2.83e-06,0.121,0.746,167.84400000000005,Row(prediction=3)
190,190,Cloud 9,Beach Bunny,0.637,0.929,4,-3.593,0.0491,2.62e-05,0.344,0.902,80.97399999999998,Row(prediction=3)
187,187,Sky,Playboi Carti,0.785,0.903,2,-4.184,0.21,0.0,0.16899999999999998,0.565,139.98,Row(prediction=3)
47,47,Dynamite,BTS,0.746,0.765,6,-4.41,0.0993,0.0,0.0936,0.737,114.044,Row(prediction=3)
41,41,Leave The Door Open,Bruno Mars,0.586,0.616,5,-7.963999999999999,0.0324,0.0,0.0927,0.7190000000000001,148.088,Row(prediction=3)
140,140,Blank Space,Taylor Swift,0.752,0.6779999999999999,5,-5.421,0.0646,1.64e-06,0.13,0.583,96.009,Row(prediction=3)
150,150,Cold Heart - PNAU Remix,Elton John,0.7959999999999999,0.7979999999999999,1,-6.312,0.0317,4.19e-05,0.0952,0.942,116.032,Row(prediction=3)
174,174,Woman,Doja Cat,0.8240000000000001,0.764,5,-4.175,0.0854,0.00294,0.117,0.8809999999999999,107.998,Row(prediction=3)
22,22,Woman,Doja Cat,0.8240000000000001,0.764,5,-4.175,0.0854,0.00294,0.117,0.8809999999999999,107.998,Row(prediction=3)
166,166,Christmas (Baby Please Come Home),Mariah Carey,0.561,0.782,3,-7.444,0.0317,0.0,0.109,0.7040000000000001,127.148,Row(prediction=3)
32,32,"Dear Maria, Count Me In",All Time Low,0.459,0.895,2,-3.1260000000000003,0.0805,0.0,0.206,0.5720000000000001,181.04,Row(prediction=3)
149,149,Cada Quien,Grupo Firme,0.7190000000000001,0.797,3,-3.89,0.0515,0.0,0.078,0.7290000000000001,110.045,Row(prediction=3)
314,314,State Of Grace (Taylor's Version),Taylor Swift,0.594,0.713,9,-5.314,0.0503,0.0,0.114,0.328,129.958,Row(prediction=4)
361,361,Holy Ground (Taylor's Version),Taylor Swift,0.622,0.809,9,-5.622999999999998,0.0638,0.00218,0.109,0.511,156.894,Row(prediction=4)
109,109,Buy Dirt,Jordan Davis,0.586,0.5589999999999999,4,-6.725,0.05,0.0,0.0872,0.4370000000000001,177.945,Row(prediction=4)
121,121,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,0.639,0.703,4,-6.33,0.0794,1.78e-06,0.0865,0.138,169.888,Row(prediction=4)
340,340,happier,Olivia Rodrigo,0.395,0.443,6,-9.72,0.133,9.67e-06,0.0839,0.338,168.924,Row(prediction=4)
289,289,goosebumps,Travis Scott,0.841,0.728,7,-3.37,0.0484,0.0,0.149,0.43,130.049,Row(prediction=4)
295,295,Golden,Harry Styles,0.448,0.838,4,-5.2570000000000014,0.0557,0.000131,0.131,0.254,139.863,Row(prediction=4)
153,153,All I Want for Christmas Is You,Mariah Carey,0.336,0.627,7,-7.462999999999999,0.0384,0.0,0.0708,0.35,150.273,Row(prediction=4)
368,368,Holly Jolly Christmas,Michael Bublé,0.647,0.465,7,-8.308,0.0428,0.0,0.0882,0.6990000000000001,151.251,Row(prediction=4)
122,122,By Your Side,Rod Wave,0.649,0.508,8,-10.232,0.0959,3.59e-05,0.0736,0.405,157.975,Row(prediction=4)
376,376,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,0.792,0.7070000000000001,7,-5.218,0.0623,0.0,0.12,0.408,134.997,Row(prediction=4)
382,382,All I Want for Christmas Is You,Mariah Carey,0.336,0.627,7,-7.462999999999999,0.0384,0.0,0.0708,0.35,150.273,Row(prediction=4)
381,381,It's the Most Wonderful Time of the Year,Andy Williams,0.24,0.598,7,-8.435,0.0369,0.0,0.117,0.7759999999999999,201.629,Row(prediction=4)
465,465,Holly Jolly Christmas,Michael Bublé,0.647,0.465,7,-8.308,0.0428,0.0,0.0882,0.6990000000000001,151.251,Row(prediction=4)
25,25,Dead To Me,Kali Uchis,0.675,0.7609999999999999,4,-4.4689999999999985,0.0466,0.0,0.102,0.428,119.001,Row(prediction=4)
449,449,Juliet,Cavetown,0.546,0.586,6,-8.488,0.0313,0.00114,0.0562,0.364,131.778,Row(prediction=4)
33,33,Buy Dirt,Jordan Davis,0.586,0.5589999999999999,4,-6.725,0.05,0.0,0.0872,0.4370000000000001,177.945,Row(prediction=4)
445,445,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,0.639,0.703,4,-6.33,0.0794,1.78e-06,0.0865,0.138,169.888,Row(prediction=4)
37,37,Wildest Dreams (Taylor's Version),Taylor Swift,0.583,0.67,8,-7.289,0.0646,0.0001,0.126,0.498,140.061,Row(prediction=4)
440,440,Just the Way You Are,Bruno Mars,0.635,0.841,5,-5.379,0.0422,0.0,0.0622,0.424,109.021,Row(prediction=4)
432,432,Jugaste y Sufrí,Eslabon Armado,0.39,0.499,7,-7.778,0.0381,0.0004969999999999999,0.115,0.34,200.156,Row(prediction=4)
50,50,All I Want for Christmas Is You,Mariah Carey,0.336,0.627,7,-7.462999999999999,0.0384,0.0,0.0708,0.35,150.273,Row(prediction=4)
423,423,In My Room,Frank Ocean,0.861,0.647,7,-7.425,0.0675,0.6609999999999999,0.114,0.67,158.037,Row(prediction=4)
64,64,Jugaste y Sufrí,Eslabon Armado,0.39,0.499,7,-7.778,0.0381,0.0004969999999999999,0.115,0.34,200.156,Row(prediction=4)
67,67,ARE WE STILL FRIENDS?,"Tyler, The Creator",0.21600000000000005,0.4970000000000001,10,-8.025,0.0371,2.39e-06,0.111,0.313,187.308,Row(prediction=4)
411,411,I Write Sins Not Tragedies,Panic! At The Disco,0.569,0.83,9,-4.106,0.14,0.0,0.114,0.609,170.09400000000005,Row(prediction=4)
70,70,Always Forever,Cults,0.174,0.742,8,-5.93,0.0485,0.281,0.198,0.36,163.378,Row(prediction=4)
403,403,I AM WOMAN,Emmy Meli,0.6459999999999999,0.471,10,-9.247,0.157,0.0,0.125,0.455,170.084,Row(prediction=4)
73,73,Ambition For Cash,Key Glock,0.841,0.732,7,-5.186,0.19,2.18e-05,0.136,0.5760000000000001,149.012,Row(prediction=4)
399,399,I Fall Apart,Post Malone,0.556,0.5379999999999999,8,-5.408,0.0382,0.0,0.196,0.29100000000000004,143.95,Row(prediction=4)
398,398,I Almost Do (Taylor's Version),Taylor Swift,0.511,0.5589999999999999,4,-6.5870000000000015,0.0264,0.0,0.113,0.248,145.88,Row(prediction=4)
395,395,I Can't Handle Change,Roar,0.247,0.438,5,-8.478,0.0358,0.000867,0.111,0.39,185.711,Row(prediction=4)
78,78,Astronaut In The Ocean,Masked Wolf,0.778,0.695,4,-6.865,0.0913,0.0,0.15,0.472,149.996,Row(prediction=4)
281,281,good 4 u,Olivia Rodrigo,0.563,0.664,9,-5.044,0.154,0.0,0.0849,0.688,166.928,Row(prediction=4)
378,378,I Can't Handle Change,Roar,0.247,0.438,5,-8.478,0.0358,0.000867,0.111,0.39,185.711,Row(prediction=4)
179,179,Christmas (Baby Please Come Home),Darlene Love,0.325,0.759,8,-7.146,0.053,0.000362,0.0773,0.36,126.627,Row(prediction=4)
224,224,It's the Most Wonderful Time of the Year,Andy Williams,0.24,0.598,7,-8.435,0.0369,0.0,0.117,0.7759999999999999,201.629,Row(prediction=4)
252,252,Freaks,Surf Curse,0.345,0.941,9,-9.918,0.0466,0.633,0.0511,0.407,179.62599999999995,Row(prediction=4)
218,218,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,0.639,0.703,4,-6.33,0.0794,1.78e-06,0.0865,0.138,169.888,Row(prediction=4)
205,205,Enchanted,Taylor Swift,0.455,0.623,8,-3.878,0.0288,0.000424,0.146,0.208,163.893,Row(prediction=4)
203,203,ESCAPE PLAN,Travis Scott,0.8390000000000001,0.506,5,-6.714,0.133,0.0,0.13,0.44,154.12,Row(prediction=4)
238,238,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0.823,0.586,6,-6.606,0.2,0.0,0.193,0.34700000000000003,125.971,Row(prediction=4)
477,477,Flex (feat. Juice WRLD),Polo G,0.752,0.6729999999999999,10,-5.792000000000002,0.153,0.0,0.133,0.35,164.009,Row(prediction=4)
202,202,Jugaste y Sufrí,Eslabon Armado,0.39,0.499,7,-7.778,0.0381,0.0004969999999999999,0.115,0.34,200.156,Row(prediction=4)
242,242,Everlong,Foo Fighters,0.413,0.8809999999999999,11,-5.541,0.0367,0.000308,0.0805,0.364,158.066,Row(prediction=4)
196,196,Chasing After You (with Maren Morris),Ryan Hurd,0.596,0.679,4,-6.395,0.0394,0.0,0.116,0.479,131.912,Row(prediction=4)
195,195,I Can't Handle Change,Roar,0.247,0.438,5,-8.478,0.0358,0.000867,0.111,0.39,185.711,Row(prediction=4)
258,258,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0.823,0.586,6,-6.606,0.2,0.0,0.193,0.34700000000000003,125.971,Row(prediction=4)
186,186,Cold As You,Luke Combs,0.598,0.846,6,-4.956,0.0355,0.0,0.113,0.328,144.04,Row(prediction=4)
268,268,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,0.611,0.552,7,-5.8279999999999985,0.031,0.0,0.134,0.41,116.012,Row(prediction=4)
113,113,Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.474,0.631,5,-5.884,0.343,0.0,0.132,0.425,180.051,Row(prediction=4)
276,276,Flex (feat. Juice WRLD),Polo G,0.752,0.6729999999999999,10,-5.792000000000002,0.153,0.0,0.133,0.35,164.009,Row(prediction=4)
344,344,Jingle Bell Rock,Bobby Helms,0.754,0.424,2,-8.463,0.0363,0.0,0.0652,0.8059999999999999,119.705,Row(prediction=5)
102,102,STAY (with Justin Bieber),The Kid LAROI,0.591,0.764,1,-5.484,0.0483,0.0,0.103,0.478,169.928,Row(prediction=5)
104,104,Bad Man (Smooth Criminal),Polo G,0.882,0.662,0,-6.3820000000000014,0.242,0.0,0.106,0.57,120.034,Row(prediction=5)
362,362,Hellcats & Trackhawks,Only The Family,0.841,0.672,1,-5.557,0.371,0.0,0.321,0.599,157.026,Row(prediction=5)
62,62,A Holly Jolly Christmas - Single Version,Burl Ives,0.6829999999999999,0.375,0,-13.056,0.0303,0.0,0.076,0.888,140.467,Row(prediction=5)
105,105,Jingle Bell Rock,Bobby Helms,0.754,0.424,2,-8.463,0.0363,0.0,0.0652,0.8059999999999999,119.705,Row(prediction=5)
60,60,Ain't Shit,Doja Cat,0.855,0.488,3,-4.601,0.208,0.0,0.34700000000000003,0.619,124.097,Row(prediction=5)
257,257,Forever After All,Luke Combs,0.487,0.65,0,-5.195,0.0253,0.0,0.0933,0.456,151.964,Row(prediction=5)
182,182,A Holly Jolly Christmas - Single Version,Burl Ives,0.6829999999999999,0.375,0,-13.056,0.0303,0.0,0.076,0.888,140.467,Row(prediction=5)
353,353,A Holly Jolly Christmas - Single Version,Burl Ives,0.6829999999999999,0.375,0,-13.056,0.0303,0.0,0.076,0.888,140.467,Row(prediction=5)
429,429,i hope ur miserable until ur dead,Nessa Barrett,0.706,0.544,2,-7.275,0.0306,0.0,0.087,0.477,115.935,Row(prediction=5)
430,430,Jingle Bell Rock,Bobby Helms,0.754,0.424,2,-8.463,0.0363,0.0,0.0652,0.8059999999999999,119.705,Row(prediction=5)
433,433,STAY (with Justin Bieber),The Kid LAROI,0.591,0.764,1,-5.484,0.0483,0.0,0.103,0.478,169.928,Row(prediction=5)
436,436,Jumpin (feat. Polo G),NLE Choppa,0.826,0.616,2,-5.479,0.328,0.0,0.287,0.612,127.925,Row(prediction=5)
198,198,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,0.391,0.715,0,-4.516,0.0495,0.0,0.183,0.473,149.654,Row(prediction=5)
233,233,Empty,Juice WRLD,0.745,0.561,0,-4.869,0.0807,0.0,0.133,0.449,77.557,Row(prediction=5)
127,127,Smokin Out The Window,Bruno Mars,0.627,0.618,2,-8.529,0.0437,0.0,0.35100000000000003,0.848,82.03,Row(prediction=5)
441,441,A Holly Jolly Christmas - Single Version,Burl Ives,0.6829999999999999,0.375,0,-13.056,0.0303,0.0,0.076,0.888,140.467,Row(prediction=5)
416,416,A Holly Jolly Christmas - Single Version,Burl Ives,0.6829999999999999,0.375,0,-13.056,0.0303,0.0,0.076,0.888,140.467,Row(prediction=5)
99,99,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.7170000000000001,0.6709999999999999,0,-5.077,0.0337,2.54e-06,0.0921,0.6990000000000001,110.054,Row(prediction=5)
254,254,Fancy Like,Walker Hayes,0.649,0.76,1,-6.487,0.0574,0.0,0.317,0.843,80.018,Row(prediction=5)
95,95,After Last Night (with Thundercat & Bootsy Collins),Bruno Mars,0.6509999999999999,0.703,0,-8.958,0.0816,0.0,0.0608,0.647,140.05100000000002,Row(prediction=5)
245,245,Jingle Bell Rock,Bobby Helms,0.754,0.424,2,-8.463,0.0363,0.0,0.0652,0.8059999999999999,119.705,Row(prediction=5)
400,400,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0.451,0.24,1,-14.014,0.0351,2.45e-06,0.175,0.701,134.009,Row(prediction=5)
392,392,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.652,0.259,2,-13.336,0.0595,0.0,0.362,0.836,142.16899999999995,Row(prediction=5)
248,248,Electric Feel,MGMT,0.763,0.8029999999999999,1,-3.713,0.0351,0.285,0.348,0.561,103.04,Row(prediction=5)
243,243,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",0.493,0.653,0,-5.666,0.0466,0.0,0.511,0.852,142.347,Row(prediction=5)
387,387,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Taylor Swift,0.391,0.715,0,-4.516,0.0495,0.0,0.183,0.473,149.654,Row(prediction=5)
197,197,Counting Stars,OneRepublic,0.664,0.705,1,-4.972,0.0382,0.0,0.115,0.477,122.017,Row(prediction=5)
163,163,Last Christmas,Wham!,0.735,0.478,2,-12.472,0.0293,2.48e-06,0.355,0.947,107.682,Row(prediction=5)
384,384,THATS WHAT I WANT,Lil Nas X,0.737,0.846,1,-4.51,0.22,0.0,0.0486,0.546,87.98100000000002,Row(prediction=5)
86,86,Heartbreak Anniversary,Giveon,0.449,0.465,0,-8.964,0.0791,1.02e-06,0.303,0.5429999999999999,89.087,Row(prediction=5)
405,405,If I Didn't Love You,Jason Aldean,0.456,0.679,1,-4.802,0.0324,0.0,0.103,0.483,184.075,Row(prediction=5)
169,169,Chosen (feat. Ty Dolla $ign),Blxst,0.5710000000000001,0.767,2,-5.16,0.287,0.0,0.0809,0.605,93.421,Row(prediction=5)
285,285,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.7170000000000001,0.6709999999999999,0,-5.077,0.0337,2.54e-06,0.0921,0.6990000000000001,110.054,Row(prediction=5)
88,88,Forever After All,Luke Combs,0.487,0.65,0,-5.195,0.0253,0.0,0.0933,0.456,151.964,Row(prediction=5)
69,69,Oh My God,Adele,0.534,0.725,1,-3.906,0.046,0.0,0.0264,0.55,88.098,Row(prediction=5)
240,240,Smokin Out The Window,Bruno Mars,0.627,0.618,2,-8.529,0.0437,0.0,0.35100000000000003,0.848,82.03,Row(prediction=5)
283,283,Oh My God,Adele,0.534,0.725,1,-3.906,0.046,0.0,0.0264,0.55,88.098,Row(prediction=5)
372,372,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,Gene Autry,0.8340000000000001,0.371,1,-11.99,0.0358,0.0,0.275,0.976,96.628,Row(prediction=5)
94,94,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,0.65,0.825,0,-4.645,0.0325,2.44e-05,0.0936,0.593,118.091,Row(prediction=5)
128,128,Ball If I Want To,DaBaby,0.902,0.669,1,-5.049,0.457,0.0,0.0728,0.628,139.94899999999998,Row(prediction=5)
36,36,Don’t Play (with Lil Baby),Polo G,0.684,0.624,2,-7.414,0.34700000000000003,0.0,0.112,0.708,146.925,Row(prediction=5)
246,246,E-GIRLS ARE RUINING MY LIFE!,CORPSE,0.614,0.937,1,-7.443,0.115,0.00136,0.103,0.386,84.98,Row(prediction=5)
279,279,Fortunate Son,Creedence Clearwater Revival,0.64,0.6629999999999999,0,-7.516,0.0374,0.00806,0.152,0.6629999999999999,132.77,Row(prediction=5)
11,11,Dreams - 2004 Remaster,Fleetwood Mac,0.828,0.4920000000000001,0,-9.744,0.0276,0.00428,0.128,0.789,120.151,Row(prediction=5)
321,321,Jumpin (feat. Polo G),NLE Choppa,0.826,0.616,2,-5.479,0.328,0.0,0.287,0.612,127.925,Row(prediction=5)
320,320,Go Stupid,Polo G,0.92,0.833,1,-3.18,0.253,0.0,0.0596,0.645,141.034,Row(prediction=5)
272,272,Fly As Me,Bruno Mars,0.7829999999999999,0.627,2,-8.521,0.102,0.0,0.0606,0.48,100.025,Row(prediction=5)
19,19,Die For You,The Weeknd,0.5820000000000001,0.525,1,-7.1629999999999985,0.0627,0.0,0.134,0.51,133.249,Row(prediction=5)
317,317,Gold Digger,Kanye West,0.629,0.696,1,-5.572,0.348,0.0,0.0554,0.623,93.034,Row(prediction=5)
316,316,Come & Go (with Marshmello),Juice WRLD,0.625,0.8140000000000001,0,-5.181,0.0657,0.0,0.158,0.535,144.991,Row(prediction=5)
315,315,Goosebumps - Remix,Travis Scott,0.841,0.593,1,-7.846,0.0379,0.0,0.124,0.8079999999999999,124.917,Row(prediction=5)
17,17,Dandelions,Ruth B.,0.609,0.6920000000000001,1,-2.958,0.0259,0.0,0.0864,0.454,116.959,Row(prediction=5)
464,464,Just Dance,Lady Gaga,0.8220000000000001,0.7390000000000001,1,-4.541,0.0311,4.26e-05,0.181,0.745,118.992,Row(prediction=5)
154,154,Circles,Post Malone,0.695,0.762,0,-3.497,0.0395,0.00244,0.0863,0.5529999999999999,120.042,Row(prediction=5)
145,145,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.652,0.259,2,-13.336,0.0595,0.0,0.362,0.836,142.16899999999995,Row(prediction=5)
310,310,Go Crazy,Chris Brown,0.755,0.578,0,-8.932,0.145,0.0,0.25,0.581,94.148,Row(prediction=5)
148,148,Beer Never Broke My Heart,Luke Combs,0.5379999999999999,0.863,1,-4.4830000000000005,0.0481,0.0,0.0874,0.637,77.001,Row(prediction=5)
164,164,Classic,MKTO,0.72,0.7909999999999999,1,-4.689,0.124,0.0,0.157,0.7559999999999999,102.071,Row(prediction=5)
184,184,Chanel,Frank Ocean,0.7759999999999999,0.503,0,-5.732,0.237,0.0,0.112,0.473,110.134,Row(prediction=5)
157,157,Come & Go (with Marshmello),Juice WRLD,0.625,0.8140000000000001,0,-5.181,0.0657,0.0,0.158,0.535,144.991,Row(prediction=5)
470,470,Yeah! (feat. Lil Jon & Ludacris),Usher,0.894,0.7909999999999999,2,-4.699,0.112,0.0,0.0388,0.583,105.018,Row(prediction=5)
457,457,Just for me,PinkPantheress,0.778,0.628,0,-7.8439999999999985,0.0618,0.00193,0.299,0.698,133.048,Row(prediction=5)
293,293,Life Goes On,Oliver Tree,0.7,0.49,0,-5.187,0.076,0.0,0.117,0.569,79.982,Row(prediction=5)
334,334,Heartbreak Anniversary,Giveon,0.449,0.465,0,-8.964,0.0791,1.02e-06,0.303,0.5429999999999999,89.087,Row(prediction=5)
133,133,Best Friend (feat. Doja Cat),Saweetie,0.84,0.7659999999999999,4,-4.12,0.136,3.61e-06,0.0684,0.402,94.018,Row(prediction=5)
161,161,Bad Man (Smooth Criminal),Polo G,0.882,0.662,0,-6.3820000000000014,0.242,0.0,0.106,0.57,120.034,Row(prediction=5)
329,329,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.703,0.757,1,-3.612,0.05,0.0,0.106,0.696,82.008,Row(prediction=5)
2,2,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.7170000000000001,0.6709999999999999,0,-5.077,0.0337,2.54e-06,0.0921,0.6990000000000001,110.054,Row(prediction=5)
306,306,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,0.65,0.825,0,-4.645,0.0325,2.44e-05,0.0936,0.593,118.091,Row(prediction=5)
30,30,Devil Town,Cavetown,0.5760000000000001,0.759,3,-8.165,0.0599,0.0,0.121,0.501,99.969,Row(prediction=5)
454,454,Jail,Kanye West,0.458,0.5710000000000001,4,-6.739,0.0949,0.000305,0.0846,0.586,110.013,Row(prediction=5)
455,455,justified,Kacey Musgraves,0.669,0.552,0,-7.98,0.0587,0.000874,0.321,0.488,100.102,Row(prediction=5)
